"ID"	"adm_1_name"	"adm_2_name"	"full_name"	"FAO_GAUL_code"	"adm2_std"	"adm1_std"	"ADM2_PCODE"
207	"ANTIOQUIA"	"SANTO DOMINGO"	"COLOMBIA, ANTIOQUIA, SANTO DOMINGO"	13443	"santo domingo"	"antioquia"	"CO05690"
209	"TOLIMA"	"ALVARADO"	"COLOMBIA, TOLIMA, ALVARADO"	14319	"alvarado"	"tolima"	"CO73026"
210	"TOLIMA"	"AMBALEMA"	"COLOMBIA, TOLIMA, AMBALEMA"	14320	"ambalema"	"tolima"	"CO73030"
212	"CALDAS"	"PALESTINA"	"COLOMBIA, CALDAS, PALESTINA"	13675	"palestina"	"caldas"	"CO17524"
213	"CALDAS"	"FILADELFIA"	"COLOMBIA, CALDAS, FILADELFIA"	13665	"filadelfia"	"caldas"	"CO17272"
214	"MAGDALENA"	"EL BANCO"	"COLOMBIA, MAGDALENA, EL BANCO"	14015	"el banco"	"magdalena"	"CO47245"
215	"META"	"CUBARRAL"	"COLOMBIA, META, CUBARRAL"	14035	"cubarral"	"meta"	"CO50223"
216	"NARINO"	"PROVIDENCIA"	"COLOMBIA, NARINO, PROVIDENCIA"	14105	"providencia"	"narino"	"CO52565"
218	"CALDAS"	"MANZANARES"	"COLOMBIA, CALDAS, MANZANARES"	13669	"manzanares"	"caldas"	"CO17433"
219	"TOLIMA"	"MELGAR"	"COLOMBIA, TOLIMA, MELGAR"	14344	"melgar"	"tolima"	"CO73449"
220	"TOLIMA"	"SAN LUIS"	"COLOMBIA, TOLIMA, SAN LUIS"	14357	"san luis"	"tolima"	"CO73678"
221	"CASANARE"	"MONTERREY"	"COLOMBIA, CASANARE, MONTERREY"	13705	"monterrey"	"casanare"	"CO85162"
222	"CASANARE"	"OROCUE"	"COLOMBIA, CASANARE, OROCUE"	13707	"orocue"	"casanare"	"CO85230"
223	"CAUCA"	"CALOTO"	"COLOMBIA, CAUCA, CALOTO"	13726	"caloto"	"cauca"	"CO19142"
224	"TOLIMA"	"PALOCABILDO"	"COLOMBIA, TOLIMA, PALOCABILDO"	14333	"palocabildo"	"tolima"	"CO73520"
225	"CALDAS"	"VILLAMARIA"	"COLOMBIA, CALDAS, VILLAMARIA"	13683	"villamaria"	"caldas"	"CO17873"
226	"BOLIVAR"	"ALTOS DEL ROSARIO"	"COLOMBIA, BOLIVAR, ALTOS DEL ROSARIO"	13498	"altos del rosario"	"bolivar"	"CO13030"
227	"BOYACA"	"LA VICTORIA"	"COLOMBIA, BOYACA, LA VICTORIA"	13583	"la victoria"	"boyaca"	"CO15401"
229	"SANTANDER"	"ZAPATOCA"	"COLOMBIA, SANTANDER, ZAPATOCA"	14292	"zapatoca"	"santander"	"CO68895"
231	"TOLIMA"	"ALPUJARRA"	"COLOMBIA, TOLIMA, ALPUJARRA"	14318	"alpujarra"	"tolima"	"CO73024"
232	"CAUCA"	"BALBOA"	"COLOMBIA, CAUCA, BALBOA"	13721	"balboa"	"cauca"	"CO19075"
233	"CHOCO"	"QUIBDO"	"COLOMBIA, CHOCO, QUIBDO"	13802	"quibdo"	"choco"	"CO27001"
234	"CUNDINAMARCA"	"LA VEGA"	"COLOMBIA, CUNDINAMARCA, LA VEGA"	13886	"la vega"	"cundinamarca"	"CO25402"
235	"CUNDINAMARCA"	"ARBELAEZ"	"COLOMBIA, CUNDINAMARCA, ARBELAEZ"	13841	"arbelaez"	"cundinamarca"	"CO25053"
236	"GUAVIARE"	"EL RETORNO"	"COLOMBIA, GUAVIARE, EL RETORNO"	13970	"el retorno"	"guaviare"	"CO95025"
237	"HUILA"	"GUADALUPE"	"COLOMBIA, HUILA, GUADALUPE"	13984	"guadalupe"	"huila"	"CO41319"
238	"HUILA"	"TARQUI"	"COLOMBIA, HUILA, TARQUI"	14003	"tarqui"	"huila"	"CO41791"
239	"HUILA"	"TIMANA"	"COLOMBIA, HUILA, TIMANA"	14007	"timana"	"huila"	"CO41807"
240	"MAGDALENA"	"PIVIJAY"	"COLOMBIA, MAGDALENA, PIVIJAY"	14020	"pivijay"	"magdalena"	"CO47551"
241	"META"	"CASTILLA LA NUEVA"	"COLOMBIA, META, CASTILLA LA NUEVA"	14034	"castilla la nueva"	"meta"	"CO50150"
242	"META"	"GUAMAL"	"COLOMBIA, META, GUAMAL"	14042	"guamal"	"meta"	"CO50318"
243	"META"	"PUERTO GAITAN"	"COLOMBIA, META, PUERTO GAITAN"	14049	"puerto gaitan"	"meta"	"CO50568"
244	"NORTE SANTANDER"	"CACOTA"	"COLOMBIA, NORTE SANTANDER, CACOTA"	14130	"cacota"	"norte santander"	"CO54125"
245	"NORTE SANTANDER"	"EL TARRA"	"COLOMBIA, NORTE SANTANDER, EL TARRA"	14138	"el tarra"	"norte santander"	"CO54250"
246	"NORTE SANTANDER"	"TEORAMA"	"COLOMBIA, NORTE SANTANDER, TEORAMA"	14160	"teorama"	"norte santander"	"CO54800"
247	"PUTUMAYO"	"PUERTO LEGUIZAMO"	"COLOMBIA, PUTUMAYO, PUERTO LEGUIZAMO"	14171	"puerto leguizamo"	"putumayo"	"CO86573"
248	"QUINDIO"	"BUENAVISTA"	"COLOMBIA, QUINDIO, BUENAVISTA"	14178	"buenavista"	"quindio"	"CO63111"
249	"RISARALDA"	"MISTRATO"	"COLOMBIA, RISARALDA, MISTRATO"	14197	"mistrato"	"risaralda"	"CO66456"
251	"SANTANDER"	"PUERTO PARRA"	"COLOMBIA, SANTANDER, PUERTO PARRA"	14269	"puerto parra"	"santander"	"CO68573"
252	"TOLIMA"	"ATACO"	"COLOMBIA, TOLIMA, ATACO"	14323	"ataco"	"tolima"	"CO73067"
253	"CAUCA"	"INZA"	"COLOMBIA, CAUCA, INZA"	13733	"inza"	"cauca"	"CO19355"
254	"CESAR"	"EL COPEY"	"COLOMBIA, CESAR, EL COPEY"	13767	"el copey"	"cesar"	"CO20238"
255	"CASANARE"	"SABANALARGA"	"COLOMBIA, CASANARE, SABANALARGA"	13711	"sabanalarga"	"casanare"	"CO85300"
256	"CAUCA"	"SANTANDER DE QUILICHAO"	"COLOMBIA, CAUCA, SANTANDER DE QUILICHAO"	13751	"santander de quilichao"	"cauca"	"CO19698"
257	"ATLANTICO"	"REPELON"	"COLOMBIA, ATLANTICO, REPELON"	13488	"repelon"	"atlantico"	"CO08606"
258	"CHOCO"	"TADO"	"COLOMBIA, CHOCO, TADO"	13806	"tado"	"choco"	"CO27787"
259	"BOYACA"	"PUERTO BOYACA"	"COLOMBIA, BOYACA, PUERTO BOYACA"	13607	"puerto boyaca"	"boyaca"	"CO15572"
260	"SANTANDER"	"SURATA"	"COLOMBIA, SANTANDER, SURATA"	14286	"surata"	"santander"	"CO68780"
261	"SANTANDER"	"VILLANUEVA"	"COLOMBIA, SANTANDER, VILLANUEVA"	14291	"villanueva"	"santander"	"CO68872"
262	"ATLANTICO"	"POLO NUEVO"	"COLOMBIA, ATLANTICO, POLO NUEVO"	13485	"polo nuevo"	"atlantico"	"CO08558"
263	"SUCRE"	"SAN ONOFRE"	"COLOMBIA, SUCRE, SAN ONOFRE"	14310	"san onofre"	"sucre"	"CO70713"
264	"RISARALDA"	"QUINCHIA"	"COLOMBIA, RISARALDA, QUINCHIA"	14200	"quinchia"	"risaralda"	"CO66594"
265	"CORDOBA"	"SAN ANDRES SOTAVENTO"	"COLOMBIA, CORDOBA, SAN ANDRES SOTAVENTO"	13828	"san andres sotavento"	"cordoba"	"CO23670"
266	"CUNDINAMARCA"	"SASAIMA"	"COLOMBIA, CUNDINAMARCA, SASAIMA"	13915	"sasaima"	"cundinamarca"	"CO25718"
267	"GUAJIRA"	"MANAURE"	"COLOMBIA, GUAJIRA, MANAURE"	13963	"manaure"	"guajira"	"CO44560"
268	"GUAJIRA"	"RIOHACHA"	"COLOMBIA, GUAJIRA, RIOHACHA"	13964	"riohacha"	"guajira"	"CO44001"
269	"TOLIMA"	"ORTEGA"	"COLOMBIA, TOLIMA, ORTEGA"	14347	"ortega"	"tolima"	"CO73504"
270	"VALLE"	"BUENAVENTURA"	"COLOMBIA, VALLE, BUENAVENTURA"	14369	"buenaventura"	"valle"	"CO76109"
271	"VALLE"	"EL CAIRO"	"COLOMBIA, VALLE, EL CAIRO"	14380	"el cairo"	"valle"	"CO76246"
272	"HUILA"	"ALTAMIRA"	"COLOMBIA, HUILA, ALTAMIRA"	13977	"altamira"	"huila"	"CO41026"
273	"MAGDALENA"	"ZONA BANANERA"	"COLOMBIA, MAGDALENA, ZONA BANANERA"	14014	"zona bananera"	"magdalena"	"CO47980"
275	"NORTE SANTANDER"	"SAN CAYETANO"	"COLOMBIA, NORTE SANTANDER, SAN CAYETANO"	14156	"san cayetano"	"norte santander"	"CO54673"
276	"NORTE SANTANDER"	"ARBOLEDAS"	"COLOMBIA, NORTE SANTANDER, ARBOLEDAS"	14126	"arboledas"	"norte santander"	"CO54051"
277	"GUAVIARE"	"MIRAFLORES"	"COLOMBIA, GUAVIARE, MIRAFLORES"	13971	"miraflores"	"guaviare"	"CO95200"
278	"HUILA"	"TELLO"	"COLOMBIA, HUILA, TELLO"	14004	"tello"	"huila"	"CO41799"
279	"CAQUETA"	"SOLANO"	"COLOMBIA, CAQUETA, SOLANO"	13698	"solano"	"caqueta"	"CO18756"
280	"HUILA"	"SAN AGUSTIN"	"COLOMBIA, HUILA, SAN AGUSTIN"	14000	"san agustin"	"huila"	"CO41668"
281	"CUNDINAMARCA"	"CHIA"	"COLOMBIA, CUNDINAMARCA, CHIA"	13852	"chia"	"cundinamarca"	"CO25175"
282	"TOLIMA"	"ICONONZO"	"COLOMBIA, TOLIMA, ICONONZO"	14340	"icononzo"	"tolima"	"CO73352"
283	"CESAR"	"ROBLES (LA PAZ)"	"COLOMBIA, CESAR, ROBLES (LA PAZ)"	13773	"robles (la paz)"	"cesar"	"CO20621"
284	"CASANARE"	"TAURAMENA"	"COLOMBIA, CASANARE, TAURAMENA"	13715	"tauramena"	"casanare"	"CO85410"
285	"RISARALDA"	"MARSELLA"	"COLOMBIA, RISARALDA, MARSELLA"	14196	"marsella"	"risaralda"	"CO66440"
286	"SANTANDER"	"OIBA"	"COLOMBIA, SANTANDER, OIBA"	14261	"oiba"	"santander"	"CO68500"
287	"TOLIMA"	"ROVIRA"	"COLOMBIA, TOLIMA, ROVIRA"	14354	"rovira"	"tolima"	"CO73624"
288	"SANTANDER"	"LANDAZURI"	"COLOMBIA, SANTANDER, LANDAZURI"	14252	"landazuri"	"santander"	"CO68385"
289	"CALDAS"	"PENSILVANIA"	"COLOMBIA, CALDAS, PENSILVANIA"	13676	"pensilvania"	"caldas"	"CO17541"
290	"ATLANTICO"	"CANDELARIA"	"COLOMBIA, ATLANTICO, CANDELARIA"	13477	"candelaria"	"atlantico"	"CO08141"
291	"TOLIMA"	"PLANADAS"	"COLOMBIA, TOLIMA, PLANADAS"	14349	"planadas"	"tolima"	"CO73555"
292	"VALLE"	"ZARZAL"	"COLOMBIA, VALLE, ZARZAL"	14407	"zarzal"	"valle"	"CO76895"
293	"ANTIOQUIA"	"TARAZA"	"COLOMBIA, ANTIOQUIA, TARAZA"	13449	"taraza"	"antioquia"	"CO05790"
294	"META"	"CABUYARO"	"COLOMBIA, META, CABUYARO"	14033	"cabuyaro"	"meta"	"CO50124"
295	"BOYACA"	"SAN EDUARDO"	"COLOMBIA, BOYACA, SAN EDUARDO"	13615	"san eduardo"	"boyaca"	"CO15660"
296	"META"	"FUENTE DE ORO"	"COLOMBIA, META, FUENTE DE ORO"	14040	"fuente de oro"	"meta"	"CO50287"
297	"CALDAS"	"ANSERMA"	"COLOMBIA, CALDAS, ANSERMA"	13661	"anserma"	"caldas"	"CO17042"
298	"CALDAS"	"BELALCAZAR"	"COLOMBIA, CALDAS, BELALCAZAR"	13663	"belalcazar"	"caldas"	"CO17088"
299	"CUNDINAMARCA"	"LA PENA"	"COLOMBIA, CUNDINAMARCA, LA PENA"	13885	"la pena"	"cundinamarca"	"CO25398"
300	"HUILA"	"VILLAVIEJA"	"COLOMBIA, HUILA, VILLAVIEJA"	14008	"villavieja"	"huila"	"CO41872"
301	"SANTANDER"	"LOS SANTOS"	"COLOMBIA, SANTANDER, LOS SANTOS"	14254	"los santos"	"santander"	"CO68418"
302	"BOLIVAR"	"TURBACO"	"COLOMBIA, BOLIVAR, TURBACO"	13532	"turbaco"	"bolivar"	"CO13836"
303	"NARINO"	"PASTO"	"COLOMBIA, NARINO, PASTO"	14102	"pasto"	"narino"	"CO52001"
304	"NORTE SANTANDER"	"SAN CALIXTO"	"COLOMBIA, NORTE SANTANDER, SAN CALIXTO"	14155	"san calixto"	"norte santander"	"CO54670"
305	"VICHADA"	"CUMARIBO"	"COLOMBIA, VICHADA, CUMARIBO"	14414	"cumaribo"	"vichada"	"CO99773"
306	"HUILA"	"SANTA MARIA"	"COLOMBIA, HUILA, SANTA MARIA"	14001	"santa maria"	"huila"	"CO41676"
307	"MAGDALENA"	"EL PINON"	"COLOMBIA, MAGDALENA, EL PINON"	14016	"el pinon"	"magdalena"	"CO47258"
308	"SANTANDER"	"BARICHARA"	"COLOMBIA, SANTANDER, BARICHARA"	14210	"barichara"	"santander"	"CO68079"
309	"SANTANDER"	"BETULIA"	"COLOMBIA, SANTANDER, BETULIA"	14212	"betulia"	"santander"	"CO68092"
310	"SANTANDER"	"OCAMONTE"	"COLOMBIA, SANTANDER, OCAMONTE"	14260	"ocamonte"	"santander"	"CO68498"
311	"BOYACA"	"TIBASOSA"	"COLOMBIA, BOYACA, TIBASOSA"	13641	"tibasosa"	"boyaca"	"CO15806"
312	"CALDAS"	"MARMATO"	"COLOMBIA, CALDAS, MARMATO"	13670	"marmato"	"caldas"	"CO17442"
313	"CALDAS"	"MARQUETALIA"	"COLOMBIA, CALDAS, MARQUETALIA"	13671	"marquetalia"	"caldas"	"CO17444"
314	"CALDAS"	"NORCASIA"	"COLOMBIA, CALDAS, NORCASIA"	13680	"norcasia"	"caldas"	"CO17495"
315	"GUAJIRA"	"BARRANCAS"	"COLOMBIA, GUAJIRA, BARRANCAS"	13958	"barrancas"	"guajira"	"CO44078"
316	"HUILA"	"ELIAS"	"COLOMBIA, HUILA, ELIAS"	13981	"elias"	"huila"	"CO41244"
317	"HUILA"	"LA ARGENTINA"	"COLOMBIA, HUILA, LA ARGENTINA"	13988	"la argentina"	"huila"	"CO41378"
318	"HUILA"	"NATAGA"	"COLOMBIA, HUILA, NATAGA"	13990	"nataga"	"huila"	"CO41483"
319	"META"	"BARRANCA DE UPIA"	"COLOMBIA, META, BARRANCA DE UPIA"	14032	"barranca de upia"	"meta"	"CO50110"
320	"TOLIMA"	"SALDANA"	"COLOMBIA, TOLIMA, SALDANA"	14355	"saldana"	"tolima"	"CO73671"
321	"SUCRE"	"COVENAS"	"COLOMBIA, SUCRE, COVENAS"	14316	"covenas"	"sucre"	"CO70221"
323	"SANTANDER"	"SIMACOTA"	"COLOMBIA, SANTANDER, SIMACOTA"	14282	"simacota"	"santander"	"CO68745"
324	"NORTE SANTANDER"	"VILLA CARO"	"COLOMBIA, NORTE SANTANDER, VILLA CARO"	14163	"villa caro"	"norte santander"	"CO54871"
325	"TOLIMA"	"HONDA"	"COLOMBIA, TOLIMA, HONDA"	14338	"honda"	"tolima"	"CO73349"
326	"PUTUMAYO"	"PUERTO CAICEDO"	"COLOMBIA, PUTUMAYO, PUERTO CAICEDO"	14169	"puerto caicedo"	"putumayo"	"CO86569"
327	"BOYACA"	"TOGUI"	"COLOMBIA, BOYACA, TOGUI"	13646	"togui"	"boyaca"	"CO15816"
328	"CORDOBA"	"CERETE"	"COLOMBIA, CORDOBA, CERETE"	13811	"cerete"	"cordoba"	"CO23162"
329	"BOLIVAR"	"SAN CRISTOBAL"	"COLOMBIA, BOLIVAR, SAN CRISTOBAL"	13529	"san cristobal"	"bolivar"	"CO13620"
330	"CORDOBA"	"PUEBLO NUEVO"	"COLOMBIA, CORDOBA, PUEBLO NUEVO"	13823	"pueblo nuevo"	"cordoba"	"CO23570"
331	"CUNDINAMARCA"	"LA MESA"	"COLOMBIA, CUNDINAMARCA, LA MESA"	13883	"la mesa"	"cundinamarca"	"CO25386"
332	"CUNDINAMARCA"	"NILO"	"COLOMBIA, CUNDINAMARCA, NILO"	13895	"nilo"	"cundinamarca"	"CO25488"
333	"HUILA"	"SALADOBLANCO"	"COLOMBIA, HUILA, SALADOBLANCO"	13999	"saladoblanco"	"huila"	"CO41660"
334	"HUILA"	"TERUEL"	"COLOMBIA, HUILA, TERUEL"	14005	"teruel"	"huila"	"CO41801"
335	"META"	"GRANADA"	"COLOMBIA, META, GRANADA"	14041	"granada"	"meta"	"CO50313"
336	"VALLE"	"SEVILLA"	"COLOMBIA, VALLE, SEVILLA"	14398	"sevilla"	"valle"	"CO76736"
337	"NORTE SANTANDER"	"SANTIAGO"	"COLOMBIA, NORTE SANTANDER, SANTIAGO"	14157	"santiago"	"norte santander"	"CO54680"
338	"NORTE SANTANDER"	"CUCUTILLA"	"COLOMBIA, NORTE SANTANDER, CUCUTILLA"	14135	"cucutilla"	"norte santander"	"CO54223"
339	"RISARALDA"	"LA CELIA"	"COLOMBIA, RISARALDA, LA CELIA"	14194	"la celia"	"risaralda"	"CO66383"
340	"CUNDINAMARCA"	"CAPARRAPI"	"COLOMBIA, CUNDINAMARCA, CAPARRAPI"	13848	"caparrapi"	"cundinamarca"	"CO25148"
341	"CUNDINAMARCA"	"PACHO"	"COLOMBIA, CUNDINAMARCA, PACHO"	13898	"pacho"	"cundinamarca"	"CO25513"
342	"AMAZONAS"	"LETICIA"	"COLOMBIA, AMAZONAS, LETICIA"	13336	"leticia"	"amazonas"	"CO91001"
343	"BOYACA"	"MUZO"	"COLOMBIA, BOYACA, MUZO"	13592	"muzo"	"boyaca"	"CO15480"
344	"CORDOBA"	"LOS CORDOBAS"	"COLOMBIA, CORDOBA, LOS CORDOBAS"	13816	"los cordobas"	"cordoba"	"CO23419"
345	"BOYACA"	"CHITARAQUE"	"COLOMBIA, BOYACA, CHITARAQUE"	13555	"chitaraque"	"boyaca"	"CO15185"
346	"TOLIMA"	"LIBANO"	"COLOMBIA, TOLIMA, LIBANO"	14342	"libano"	"tolima"	"CO73411"
347	"TOLIMA"	"RIOBLANCO"	"COLOMBIA, TOLIMA, RIOBLANCO"	14352	"rioblanco"	"tolima"	"CO73616"
348	"TOLIMA"	"SAN ANTONIO"	"COLOMBIA, TOLIMA, SAN ANTONIO"	14356	"san antonio"	"tolima"	"CO73675"
349	"VALLE"	"LA CUMBRE"	"COLOMBIA, VALLE, LA CUMBRE"	14387	"la cumbre"	"valle"	"CO76377"
350	"CALDAS"	"ARANZAZU"	"COLOMBIA, CALDAS, ARANZAZU"	13662	"aranzazu"	"caldas"	"CO17050"
351	"SANTANDER"	"ENCISO"	"COLOMBIA, SANTANDER, ENCISO"	14236	"enciso"	"santander"	"CO68266"
352	"GUAJIRA"	"DIBULLA"	"COLOMBIA, GUAJIRA, DIBULLA"	13964	"dibulla"	"guajira"	"CO44090"
353	"META"	"CUMARAL"	"COLOMBIA, META, CUMARAL"	14036	"cumaral"	"meta"	"CO50226"
354	"META"	"MESETAS"	"COLOMBIA, META, MESETAS"	14047	"mesetas"	"meta"	"CO50330"
355	"PUTUMAYO"	"ORITO"	"COLOMBIA, PUTUMAYO, ORITO"	14167	"orito"	"putumayo"	"CO86320"
356	"CESAR"	"CHIRIGUANA"	"COLOMBIA, CESAR, CHIRIGUANA"	13765	"chiriguana"	"cesar"	"CO20178"
357	"CESAR"	"LA GLORIA"	"COLOMBIA, CESAR, LA GLORIA"	13771	"la gloria"	"cesar"	"CO20383"
358	"CASANARE"	"TAMARA"	"COLOMBIA, CASANARE, TAMARA"	13714	"tamara"	"casanare"	"CO85400"
359	"CAUCA"	"CORINTO"	"COLOMBIA, CAUCA, CORINTO"	13727	"corinto"	"cauca"	"CO19212"
360	"CHOCO"	"CONDOTO"	"COLOMBIA, CHOCO, CONDOTO"	13792	"condoto"	"choco"	"CO27205"
361	"BOLIVAR"	"ARJONA"	"COLOMBIA, BOLIVAR, ARJONA"	13499	"arjona"	"bolivar"	"CO13052"
362	"HUILA"	"BARAYA"	"COLOMBIA, HUILA, BARAYA"	13978	"baraya"	"huila"	"CO41078"
363	"META"	"EL CALVARIO"	"COLOMBIA, META, EL CALVARIO"	14037	"el calvario"	"meta"	"CO50245"
364	"META"	"PUERTO LLERAS"	"COLOMBIA, META, PUERTO LLERAS"	14050	"puerto lleras"	"meta"	"CO50577"
365	"NARINO"	"SANTA CRUZ (GUACHAVES)"	"COLOMBIA, NARINO, SANTA CRUZ (GUACHAVES)"	14117	"santa cruz (guachaves)"	"narino"	"CO52699"
366	"SANTANDER"	"PINCHOTE"	"COLOMBIA, SANTANDER, PINCHOTE"	14267	"pinchote"	"santander"	"CO68549"
367	"SUCRE"	"GUARANDA"	"COLOMBIA, SUCRE, GUARANDA"	14299	"guaranda"	"sucre"	"CO70265"
368	"SUCRE"	"PALMITO"	"COLOMBIA, SUCRE, PALMITO"	14305	"palmito"	"sucre"	"CO70523"
369	"VALLE"	"EL CERRITO"	"COLOMBIA, VALLE, EL CERRITO"	14381	"el cerrito"	"valle"	"CO76248"
370	"TOLIMA"	"FALAN"	"COLOMBIA, TOLIMA, FALAN"	14333	"falan"	"tolima"	"CO73270"
371	"CORDOBA"	"LORICA"	"COLOMBIA, CORDOBA, LORICA"	13815	"lorica"	"cordoba"	"CO23417"
372	"NORTE SANTANDER"	"RAGONVALIA"	"COLOMBIA, NORTE SANTANDER, RAGONVALIA"	14153	"ragonvalia"	"norte santander"	"CO54599"
373	"NARINO"	"TUQUERRES"	"COLOMBIA, NARINO, TUQUERRES"	14123	"tuquerres"	"narino"	"CO52838"
374	"BOYACA"	"MIRAFLORES"	"COLOMBIA, BOYACA, MIRAFLORES"	13587	"miraflores"	"boyaca"	"CO15455"
375	"SANTANDER"	"CAPITANEJO"	"COLOMBIA, SANTANDER, CAPITANEJO"	14217	"capitanejo"	"santander"	"CO68147"
376	"CALDAS"	"RISARALDA"	"COLOMBIA, CALDAS, RISARALDA"	13678	"risaralda"	"caldas"	"CO17616"
377	"CUNDINAMARCA"	"GUADUAS"	"COLOMBIA, CUNDINAMARCA, GUADUAS"	13873	"guaduas"	"cundinamarca"	"CO25320"
378	"QUINDIO"	"FILANDIA"	"COLOMBIA, QUINDIO, FILANDIA"	14182	"filandia"	"quindio"	"CO63272"
379	"CESAR"	"BECERRIL"	"COLOMBIA, CESAR, BECERRIL"	13762	"becerril"	"cesar"	"CO20045"
380	"NARINO"	"NARINO"	"COLOMBIA, NARINO, NARINO"	14102	"narino"	"narino"	"CO52480"
381	"CORDOBA"	"TIERRALTA"	"COLOMBIA, CORDOBA, TIERRALTA"	13834	"tierralta"	"cordoba"	"CO23807"
382	"GUAJIRA"	"FONSECA"	"COLOMBIA, GUAJIRA, FONSECA"	13960	"fonseca"	"guajira"	"CO44279"
383	"GUAJIRA"	"SAN JUAN DEL CESAR"	"COLOMBIA, GUAJIRA, SAN JUAN DEL CESAR"	13965	"san juan del cesar"	"guajira"	"CO44650"
384	"ANTIOQUIA"	"APARTADO"	"COLOMBIA, ANTIOQUIA, APARTADO"	13352	"apartado"	"antioquia"	"CO05045"
387	"SANTANDER"	"PARAMO"	"COLOMBIA, SANTANDER, PARAMO"	14265	"paramo"	"santander"	"CO68533"
388	"SANTANDER"	"MOGOTES"	"COLOMBIA, SANTANDER, MOGOTES"	14258	"mogotes"	"santander"	"CO68464"
390	"ARAUCA"	"PUERTO RONDON"	"COLOMBIA, ARAUCA, PUERTO RONDON"	13471	"puerto rondon"	"arauca"	"CO81591"
391	"ATLANTICO"	"PALMAR DE VARELA"	"COLOMBIA, ATLANTICO, PALMAR DE VARELA"	13483	"palmar de varela"	"atlantico"	"CO08520"
392	"BOLIVAR"	"CANTAGALLO"	"COLOMBIA, BOLIVAR, CANTAGALLO"	13502	"cantagallo"	"bolivar"	"CO13160"
393	"CASANARE"	"HATO COROZAL"	"COLOMBIA, CASANARE, HATO COROZAL"	13702	"hato corozal"	"casanare"	"CO85125"
394	"BOLIVAR"	"SIMITI"	"COLOMBIA, BOLIVAR, SIMITI"	13528	"simiti"	"bolivar"	"CO13744"
395	"CESAR"	"PUEBLO BELLO"	"COLOMBIA, CESAR, PUEBLO BELLO"	13782	"pueblo bello"	"cesar"	"CO20570"
396	"CORDOBA"	"CIENAGA DE ORO"	"COLOMBIA, CORDOBA, CIENAGA DE ORO"	13814	"cienaga de oro"	"cordoba"	"CO23189"
397	"CUNDINAMARCA"	"EL COLEGIO"	"COLOMBIA, CUNDINAMARCA, EL COLEGIO"	13859	"el colegio"	"cundinamarca"	"CO25245"
398	"CUNDINAMARCA"	"TABIO"	"COLOMBIA, CUNDINAMARCA, TABIO"	13927	"tabio"	"cundinamarca"	"CO25785"
400	"TOLIMA"	"COELLO"	"COLOMBIA, TOLIMA, COELLO"	14328	"coello"	"tolima"	"CO73200"
401	"ANTIOQUIA"	"TURBO"	"COLOMBIA, ANTIOQUIA, TURBO"	13453	"turbo"	"antioquia"	"CO05837"
402	"CAUCA"	"GUAPI"	"COLOMBIA, CAUCA, GUAPI"	13731	"guapi"	"cauca"	"CO19318"
403	"CUNDINAMARCA"	"SAN JUAN DE RIO SECO"	"COLOMBIA, CUNDINAMARCA, SAN JUAN DE RIO SECO"	13913	"san juan de rio seco"	"cundinamarca"	"CO25662"
404	"HUILA"	"GIGANTE"	"COLOMBIA, HUILA, GIGANTE"	13983	"gigante"	"huila"	"CO41306"
405	"NORTE SANTANDER"	"HACARI"	"COLOMBIA, NORTE SANTANDER, HACARI"	14141	"hacari"	"norte santander"	"CO54344"
406	"RISARALDA"	"BELEN DE UMBRIA"	"COLOMBIA, RISARALDA, BELEN DE UMBRIA"	14191	"belen de umbria"	"risaralda"	"CO66088"
407	"NARINO"	"BARBACOAS"	"COLOMBIA, NARINO, BARBACOAS"	14064	"barbacoas"	"narino"	"CO52079"
408	"NARINO"	"FUNES"	"COLOMBIA, NARINO, FUNES"	14081	"funes"	"narino"	"CO52287"
410	"META"	"SAN CARLOS DE GUAROA"	"COLOMBIA, META, SAN CARLOS DE GUAROA"	14054	"san carlos de guaroa"	"meta"	"CO50680"
411	"HUILA"	"COLOMBIA"	"COLOMBIA, HUILA, COLOMBIA"	13980	"colombia"	"huila"	"CO41206"
412	"PUTUMAYO"	"PUERTO GUZMAN"	"COLOMBIA, PUTUMAYO, PUERTO GUZMAN"	14170	"puerto guzman"	"putumayo"	"CO86571"
413	"TOLIMA"	"FRESNO"	"COLOMBIA, TOLIMA, FRESNO"	14335	"fresno"	"tolima"	"CO73283"
414	"SANTANDER"	"CONFINES"	"COLOMBIA, SANTANDER, CONFINES"	14227	"confines"	"santander"	"CO68209"
415	"VALLE"	"YUMBO"	"COLOMBIA, VALLE, YUMBO"	14406	"yumbo"	"valle"	"CO76892"
416	"SANTANDER"	"MATANZA"	"COLOMBIA, SANTANDER, MATANZA"	14257	"matanza"	"santander"	"CO68444"
417	"TOLIMA"	"VALLE DE SAN JUAN"	"COLOMBIA, TOLIMA, VALLE DE SAN JUAN"	14360	"valle de san juan"	"tolima"	"CO73854"
418	"ANTIOQUIA"	"SAN PEDRO DE URABA"	"COLOMBIA, ANTIOQUIA, SAN PEDRO DE URABA"	13437	"san pedro de uraba"	"antioquia"	"CO05665"
419	"CALDAS"	"SAMANA"	"COLOMBIA, CALDAS, SAMANA"	13680	"samana"	"caldas"	"CO17662"
420	"CASANARE"	"TRINIDAD"	"COLOMBIA, CASANARE, TRINIDAD"	13716	"trinidad"	"casanare"	"CO85430"
